,seg,bu,platform,category,line,set,set id,cat 11
929,LS,IDS,Microbiology,Other Core Micro,Anaerobics,Bio-Bags,PH211100441180,
930,LS,IDS,Point of Care,Point of Care,Strep,Group A Strep,PH211100341123,
931,LS,IDS,Molecular Diagnostics,Affirm,Affirm VPIII Reagent Test Kits,Affirm VPIII Reagent Test Kits,PH211100141052,
932,LS,IDS,SM Direct Non-Allocated,DO NOT USE - SM Placeholder for data entry error,DO NOT USE - SM Placeholder for data entry error,DO NOT USE - SM Placeholder for data entry error,PH210900041000,
933,LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric Bacterial,PH211100141105,
934,LS,IDS,Cancer,Cytology,SurePath LBC Reagents,SurePath Gyn Kits,PH211800041019,
935,LS,IDS,Microbiology,Industrial Microbiology,DCM,Mycological,PH211100441323,
936,LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Hychek,PH211100441340,
937,LS,BDB,Advanced Bioprocessing,Peptones,Peptones AO,AO Peptones,PH211100741013,
938,LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Coagulase Tests,PH211100441186,
939,LS,IDS,Lab Specimen Management,CBP,P100,P100 KITS ea,PH210900241147,
940,LS,BDB,FlowJo,FlowJo Software,FlowJo Site License,FlowJo Site License,PH220090041000,
941,LS,BDB,Clinical Reagents,Fluids/QC Reagents,Fluids/QC Reagents,QC Reagents,PH220020041149,
942,LS,BDB,Clinical Reagents,Open System Immune Monitoring,Multitest Immune Monitoring,Open System Multitest Immune Monitoring - Multitest,PH220050041027,
943,LS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Cell Signal Cancer (Flow Cytometry),Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080041087,
944,LS,IDS,Microbiology,Industrial Microbiology,Additives,Solidifying Agents,PH211100441334,
945,LS,IDS,Point of Care,Point of Care,RSV,RSV,PH211100341125,
946,LS,IDS,Molecular Diagnostics,BD COR,BD COR Respiratory,BD COR Respiratory,PH211100141167,
947,LS,IDS,Molecular Diagnostics,BD MAX,MAX Respiratory,MAX Coronavirus,PH211100141144,
948,LS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM,PH220020041110,
949,LS,BDB,Clinical Reagents,Fluids/QC Reagents,Fluids/QC Reagents,Sample Prep Fluids,PH220020041150,
950,LS,IDS,Molecular Diagnostics,BD MAX,MAX Other Consumables,MAX Extraction Kits,PH211100141151,
951,LS,IDS,Molecular Diagnostics,BD MAX,MAX SARS-CoV,MAX SARS-CoV,PH211100141003,
952,LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Veterinary Kits,PH210900141023,
953,LS,IDS,Microbiology,Industrial Microbiology,DCM,Environ/Neutralizing,PH211100441328,
954,LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Misc Lab Reagents,PH211100441185,
955,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),352052-ZDL-Tube 5mL 12x75mm R-btm no cap PS 1000cas,PH220070041072,
956,LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Seditainer/System,PH210900141021,
957,LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,Urotube,PH211100441312,
958,LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,CI Single Col,PH220020041158,
959,LS,IDS,Microbiology,TB,TB Reagents,TB Reagent Other,PH211100441202,
960,LS,IDS,Microbiology,Industrial Microbiology,DCM,Water Media,PH211100441330,
961,LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Cefinase,PH211100441263,
962,LS,IDS,Molecular Diagnostics,BD MAX,MAX STI,MAX CT/GC/TV2,PH211100141145,
963,LS,BDB,SPA Options,SPA Options,SPA Options,BD Medicon,PH220020041180,
964,LS,IDS,Microbiology,TB,TB Other,Growth Micro Othr TB,PH211100441213,
965,LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Shipping & Handling,PH220020041177,
966,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer - EuroFlow Single Color,CAN EuroFlow Single Color,PH220020041108,
967,LS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - CTT,PerqCath / Poly RAD / Hohn,PH220080041074,
968,LS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - Customs,Provena 5FR TL,PH220080041075,
969,LS,BDB,Clinical Reagents,Open System Transplant,Stem Cell Enumeration,Provena Solo 5FR TL,PH220020041187,
970,LS,IDS,Molecular Diagnostics,BD MAX,MAX GBS,MAX GBS,PH211100141118,
971,LS,IDS,Microbiology,Industrial Microbiology,DCM,Molecular Genetic Media,PH211100441324,
972,LS,IDS,Molecular Diagnostics,BD MAX,MAX C Diff,MAX C Diff,PH211100141112,
973,LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Antigens and Antisera,PH211100441188,
974,LS,IDS,Microbiology,Industrial Microbiology,DCM,Assay Media,PH211100441331,
975,LS,IDS,Molecular Diagnostics,BD MAX,MAX Vaginitis,MAX Vaginitis,PH211100141116,
976,LS,IDS,Service,Service excl. Lab Automation,Service Time & Materials,Service Spare Parts,PH211100541007,
977,LS,IDS,Molecular Diagnostics,BD MAX,MAX MRSA,MAX MRSA,PH211100141093,
978,LS,IDS,Microbiology,Blood Culture,Blood Culture Reagents,BACTEC FOS,PH211100441222,
979,LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,252490-MB 08 FILTER 100EA,PH211100441341,
980,LS,BDB,Clinical Reagents,Open System Transplant,HLA-B27,TT HLA-B27,PH220050041031,
981,LS,IDS,Microbiology,ID/AST,Misc ID and AST,ID/AST Other,PH211100441278,
982,LS,BDB,Clinical Reagents,Open System Controls,Process Controls,CI Process Control,PH220050041012,
983,LS,BDB,Clinical Reagents,Closed System HIV,FACSPresto,HIV FACSPresto,PH220020041163,
984,LS,BDB,Clinical Reagents,Open System Controls,Process Controls,Open System Process Controls - Multitest,PH220050041013,
985,LS,IDS,Molecular Diagnostics,BD MAX,MAX Staph SR,MAX Staph SR,PH211100141114,
986,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer - OneFlow,CAN BD OneFlow,PH220020041109,
987,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),352235-ZDL-Tube 5mL 12x75mm R-btm w/strainer cap PS,PH220070041072,
988,LS,BDB,Clinical Reagents,Open System HIV,TriTest/Simultest HIV,Open System HIV - Tritest/Simultest,PH220050041025,
989,LS,IDS,Cancer,Cytology,Non-GYN,Cytorich Non-Gyn Preservative,PH211800041031,
990,LS,IDS,Cancer,Cytology,Non-GYN,Non-Gyn Kits,PH211800041030,
991,LS,IDS,Microbiology,Other Core Micro,Transport,Port-a-Cul,PH211100441173,
992,LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Support (Flow Cytometry),Sirigen - Support (Flow Cytometry),PH220080041097,
993,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),336524-BD FACS Sheath Solution With Surfactant,PH220070041072,
994,LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric Parasite,PH211100141106,
995,LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric Viral,PH211100141107,
996,LS,BDB,Clinical Reagents,Open System Immune Monitoring,Multitest Immune Monitoring,Open System Immune Monitoring - Multitest,PH220050041047,
997,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),655038-Paper Thermal 2IN WD 82FT/RL 10RLs/pk,PH220070041072,
998,LS,IDS,Lab Specimen Management,Tubes - Other,PT Other Plastic Tubes,Misc. Products,PH210900141086,
999,LS,BDB,Clinical Reagents,Open System Controls,Process Controls,TT Process Controls,PH220050041015,
1000,LS,IDS,Veritor Cov,Veritor Cov,At-Home COV19 Antigen,At-Home COV19 Antigen,PH211100841004,
1001,LS,IDS,Lab Specimen Management,Informatics & Services,CAP,CAP_Service,PH210900341198,
1002,LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,660585-BD Detergent Solution Concentrate,PH220020041145,
1003,LS,BDB,Clinical Reagents,Open System Transplant,Leucocount,TT LeucoCount,PH220050041032,
1004,LS,IDS,Molecular Diagnostics,BD MAX,MAX STI,MAX CT/GC,PH211100141095,
1005,LS,IDS,Microbiology,Blood Culture,Blood Culture Reagents,Procedural Trays,PH211100441223,
1006,LS,IDS,Microbiology,Industrial Microbiology,DCM,Custom DCM,PH211100441325,
1007,LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Immune Function,PH220020041170,
1008,LS,BDB,Clinical Reagents,Cancer Reagents,Sirigen - Cancer Rgt,Sirigen - CAN Single Color Rgt,PH220050041066,
1009,LS,BDB,Clinical Reagents,Open System Transplant,Stem Cell Enumeration,TT Stem CellEumeration,PH220020041188,
1010,LS,IDS,Informatics,Informatics,Epicenter,Epicenter Hardware,PH211100441290,
1011,LS,IDS,Cancer,Cytology,SurePath LBC Reagents,Manual Method,PH211800041020,
1012,LS,IDS,Molecular Diagnostics,ProbeTec/Viper,All Other BD Viper,Viper Ancillary Equipment,PH211100141076,
1013,LS,IDS,Veritor Cov,Veritor Cov,Rapid Test Reader,Rapid Test Reader,PH211100341128,
1014,LS,BDB,Advanced Bioprocessing,Peptones,Peptones AF,AF Peptones,PH211100741012,
1015,LS,IDS,Microbiology,Industrial Microbiology,DCM,CHROMagar Powder,PH211100441332,
1016,LS,IDS,Molecular Diagnostics,BD MAX,MAX TB,MAX TB,PH211100141115,
1017,LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Taxo Cartridges,PH211100441262,
1018,LS,BDB,Clinical Reagents,Closed System HIV,FACSCount,HIV FACSCount,PH220050041007,
1019,LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,Open System HIV - Single Color Tritest,PH220020041159,
1020,LS,BDB,Cytognos,Cytognos Reagents,Cytognos Other Reagents,Cytognos OTHER REAGENTS,PH220055041017,
1021,LS,IDS,Cancer,Cytology,Non-GYN,Cytorich Non-Gyn Consumables Kit,PH211800041032,
1022,LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Dye Sales,Sirigen Additives,PH220080041111,
1023,LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Other Clinical,PH220020041174,
1024,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),99-30211-00-BD FACSFlow Sheath Fluid 20L,PH220070041072,
1025,LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Syphilis Serology,PH211100441187,
1026,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer - OneFlow New Tubes,CAN BD OneFLow New Tubes,PH220050041049,
1027,LS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - OC Customs,OC Customs,PH220020041111,
1028,LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Dye Sales,Sirigen Brilliant Ultra Violet,PH220080041108,
1029,LS,IDS,Microbiology,TB,TB Reagents,2nd Line Drugs,PH211100441374,
1030,LS,IDS,Point of Care,Point of Care,Adenovirus,Adenovirus,PH211100341131,
1031,LS,IDS,Molecular Diagnostics,Affirm,Affirm Reagents,Microprobe Sample Collection Swab,PH211100141047,
1032,LS,IDS,Molecular Diagnostics,BD MAX,MAX CRE,MAX CRE,PH211100141117,
1033,LS,IDS,Service,Lab Automation Service,Lab Automation Service,Service Spare Parts,PH211146041017,
1034,LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,660584-BD Sheath Additive,PH220020041145,
1035,LS,IDS,Microbiology,TB,TB Reagents,Para TB,PH211100441204,
1036,LS,IDS,Cancer,Cytology,Non-GYN,Cytorich Non-Gyn Stain Kit,PH211800041033,
1037,LS,IDS,Point of Care,Point of Care,POC Other,POC Other,PH211100341138,
1038,LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,Qualiswabs,PH211100441311,
1039,LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,660322-Filter 5.0umPP 25mm Capsule Half Shell,PH220020041145,
1040,LS,IDS,Microbiology,Other Core Micro,Anaerobics,Gaspak EZ Supplies,PH211100441182,
1041,LS,IDS,Microbiology,ID/AST,BioTyper Instr - Sale,BioTyper Sales,PH211100441247,
1042,LS,IDS,Lab Automation,Lab Automation,All Other Lab Automation Instruments,Other Instr- Sale,PH211146041007,
1043,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Computers & Software (Research),PH220070041071,
1044,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),352003-ZDL-Tube 5mL 12x75mm R-btm PS 1pac 500cas CN,PH220070041072,
1045,LS,BDB,Cytognos,Cytognos Reagents,Cytognos Other Reagents,Cytognos OWN REAGENTS,PH220055041018,
1046,LS,IDS,Service,Service excl. Lab Automation,Service Time & Materials,Service Labor,PH211100541001,
1047,LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Reagents,Viper LT Reagents,PH211100141062,
1048,LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Cell Signalling Cancer (Flow Cytometry),Sirigen - Cell Signalling Cancer (Flow Cytometry),PH220080041092,
1049,LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Dispensers,PH211100441260,
1050,LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Strep Group/Pneumo,PH211100441190,
1051,LS,IDS,Molecular Diagnostics,BD MAX,MAX Respiratory,MAX Flu A/B & RSV,PH211100141096,
1052,LS,BDB,Cytognos,Cytognos Reagents,Cytognos MRD,Cytognos CD38-ME,PH220055041014,
1053,LS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - MTS vials,PH220010041005,
1054,LS,IDS,Point of Care,Point of Care,Link2 H. Pylori,Link2 H. Pylori,PH211100341130,
1055,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer,CAN SimulTEST,PH220020041104,
1056,LS,IDS,Microbiology,Industrial Microbiology,MicroCount Reagents,MicroCount Consumables,PH211100441350,
1057,LS,BDB,Research Reagents,Research Core Non-Sirigen,Non-Sirigen - OptiBuild,Non Sirigen - Optibuild (Flow Cytometry),PH220080041091,
1058,LS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue MTS,RB780 MTS,PH220080041120,
1059,LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,Centrifuge - Trade,PH211100441299,
1060,LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),Computers & Software (Clinical),PH220020041168,
1061,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue MISC access. (Research),PH220070041072,
1062,LS,IDS,Cancer,Cytology,All Other Instruments,FEA- Accessories,PH211800041015,
1063,LS,IDS,Veritor Cov,Veritor Cov,Visual Read COV19 Antigen,Visual Read COV19 Antigen,PH211100841005,
1064,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer,CAN Oncomark,PH220020041102,
1065,LS,BDB,Clinical Reagents,Open System Immune Monitoring,TriTest/Simultest Immune Monitoring,Open System Tir/Simul Test Immune Monitoring - SimulTest,PH220050041030,
1066,LS,BDB,Cytognos,Cytognos Reagents,Cytognos Other Reagents,Cytognos THIRD-PARTY REAGENTS,PH220055041019,
1067,LS,BDB,Research Reagents,Custom Research Reagents,Sirigen - High Parameter,Sirigen - High Parameter,PH220080041093,
1068,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer,CAN EuroFlow Single Color,PH220020041101,
1069,LS,BDB,Single Cell Multiomics,SCM Reagents,BD Cartridge and Cartridge Reagents,Cartridge Reagent Kit,PH220010041012,
1070,LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,SEPSIS,PH220020041176,
1071,LS,IDS,Point of Care,Point of Care,Flu,BD Chek Flu A+B,PH211100341127,
1072,LS,IDS,Specimen Acquisition,Needles,Other Needles,NEEDLES MISC SAFETY,PH210900441249,
1073,LS,BDB,Clinical Reagents,Cancer Reagents,Cancer,Cancer,PH220020041106,
1074,LS,BDB,Single Cell Multiomics,SCM Reagents,BD Gene Expression Reagents,Whole Transcriptome,PH220010041020,
1075,LS,BDB,Research Reagents,Custom Research Reagents,Sirigen - Customs,Sirigen - Customs,PH220080041077,
1076,LS,BDB,Single Cell Multiomics,SCM Reagents,BD Cartridge and Cartridge Reagents,Cartridge Kit,PH220010041011,
1077,LS,BDB,Service,Technical Support Service,Service Contract,Service Contract,PH220030041025,
1078,LS,IDS,Informatics,Informatics,Other Informatics,DMS (Japan),PH211100441296,
1079,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),342372-FACSFlow Stopcock,PH220070041072,
1080,LS,IDS,Lab Specimen Management,Informatics & Services,BD Widerlab TII,BD Widerlab TII,PH210900541008,
1081,LS,BDB,Single Cell Multiomics,SCM Reagents,BD Cartridge and Cartridge Reagents,cDNA Kit,PH220010041013,
1082,LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,660586-BD Extended Flow Cell Clean Solution,PH220020041145,
1083,LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,CI - OEM,PH220020041153,
1084,LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Staphyloside,PH211100441192,
1085,LS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB780 OptiBuild,PH220080041121,
1086,LS,BDB,Clinical Reagents,Custom Clinical Reagents,Clinical Sirigen - CTT,Clinical Sirigen - CTT,PH220020041189,
1087,LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,HIV,PH220020041160,
1088,LS,BDB,Research Instruments,Accuri,Accuri Options,653157-Solution Cleaning Concentrate,PH220070041036,
1089,LS,IDS,Microbiology,Other Core Micro,Anaerobics,Gaspak,PH211100441178,
1090,LS,IDS,DS Direct Non-Allocated,DO NOT USE - DS Placeholder for data entry error,DO NOT USE - DS Placeholder for data entry error,DO NOT USE - DS Placeholder for data entry error,PH211100041000,
1091,LS,BDB,Cytognos,Cytognos Reagents,Cytognos MRD,Cytognos MM,PH220055041016,
1092,LS,IDS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Industrial Bulk Liquid Media-Bag,PH211100441162,
1093,LS,IDS,Molecular Diagnostics,BD MAX,All Other BD MAX,MAX Instrument Other,PH211100141103,
1094,LS,BDB,FlowJo,FlowJo Software,FlowJo Dongles,FlowJo Dongles,PH220090041002,
1095,LS,BDB,Clinical Instruments,FACSCanto,FACSCanto Options,Computers & Software (Clinical),PH220020041192,
1096,LS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options,PH220070041041,
1097,LS,IDS,Molecular Diagnostics,BD MAX,MAX STI,MAX Mgen,PH211100141147,
1098,LS,BDB,Research Instruments,Accuri,Accuri Options,653156-Solution Bacteriostat Concentrate,PH220070041036,
1099,LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,400025640-Distribution to HIROTSU BIO MATSUYAMA,PH211100441341,
1100,LS,BDB,Research Instruments,Accuri,Accuri Options,653154-Solution Decontamination Concentrate,PH220070041036,
1101,LS,IDS,Cancer,Cytology,All Other Instruments,FocalPoint Instrument Accessories,PH211800041009,
1102,LS,BDB,Single Cell Multiomics,SCM Reagents,BD Single Cell Multiplexing Kit,BD Single Cell Multiplexing Kit,PH220080041085,
1103,LS,IDS,Point of Care,Point of Care,Adenovirus,Rota/Adeno Combo,PH211100341132,
1104,LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),332839-Thermal Paper Roll,PH220070041072,
1105,LS,IDS,Cancer,Cytology,All Other Instruments,PrepStain Instr Accessories,PH211800041008,
1106,LS,IDS,Microbiology,Blood Culture,BACTEC FX 40 Instr - Sale,BACTECFX40 Inst Sale,PH211100441245,
1107,LS,BDB,Clinical Instruments,FACSLyric,FACSLyric Instrument,FACSLyric Instrument,PH220020041135,
1108,LS,BDB,Cytognos,Cytognos Reagents,Cytognos EuroFlow Tubes,Cytognos LST,PH220055041002,
1109,LS,IDS,Lab Specimen Management,Informatics & Services,ProTube Other,ProTube Other,PH210900541004,
1110,LS,IDS,Molecular Diagnostics,BD MAX,MAX VanR,MAX VanR,PH211100141113,
1111,LS,BDB,Clinical Instruments,FACSLyric,FACSLyric Options,Computers & Software (Clinical),PH220020041197,
1112,LS,IDS,Microbiology,Blood Culture,BACTEC FX Instr - Plcmt,BACTEC FX Inst Place,PH211100441243,
1113,LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,257724-MICROSART CELLULOSE NITRATE FILTER,PH211100441341,
1114,LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),340616-200UM Non-Sterile Syringe Filcon 300Pkg,PH220020041169,
1115,LS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG MTS,RY586 MTS,PH220070041100,
1116,LS,BDB,SPA Options,SPA Options,SPA Options,665016-Probe Cap Piercing Bevel Tip,PH220020041180,
1117,LS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY586 OptiBuild,PH220080041118,
1118,LS,BDB,Cytognos,Cytognos Reagents,Cytognos EuroFlow Tubes,Cytognos SLPC,PH220055041005,
1119,LS,BDB,Clinical Reagents,Open System Immune Monitoring,TriTest/Simultest Immune Monitoring,Open System Immune Monitoring - Tritest,PH220050041029,
1120,LS,IDS,Microbiology,ID/AST,Phoenix 50 Instr - Sale,Phoenix 50 Sales,PH211100441281,
