SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID,"Exemplar Product 
(Use)",,,
INT,UCC,Total BD UCC Other,Wound Drainage,Irrigation Products,Irrigation Syringes,PH240154141016,,,,Neopak
INT,SUR,Hernia,Ventral,Lap Ventral,Lap Ventral,PH240131941074,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Latex Strips,Latex Strips,PH240152141255,,,,Purewick catheter
INT,UCC,Total Home Care Sales,Home Care Sales - PC Adjustment,Home Care Sales - PC Adjustment,Home Care Sales - PC Adjustment,PH240153149999,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,Lubrisil Trays,Lubrisil Trays,PH240152141256,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix,PH240113741071,,,,PowerPort
INT,UCC,Total Home Care Sales,Home Care Sales - PC Adjustment,Home Care Sales - PC Adjustment NONCATALOG,Home Care Sales - PC Adjustment NONCATALOG,PH240153141062,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,Urology Home Care,Silicone Catheters,Magic3 Silicone,PH240153141042,,,,Purewick catheter
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital - Placement,Magnum Capital - Placement,PH240111041124,,,,Safety LOK (Safety Wingset)
INT,UCC,Total Home Care Sales,Urology Home Care,Biopsy - BMD,Magnum Instrument - BUD,PH240153141011,,,,PowerPort
INT,SUR,Infection Prevention - Surgical,Infection Prevention - PC Adjustment,Infection Prevention - PC Adjustment,Infection Prevention - PC Adjustment,PH230200041731,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,LMS Urology,Liberator - Other Continence Care,Liberator - Other Continence Care,PH240153141003,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,LMS Non Urology,Liberator - Other Non Urological,Liberator - Other Non Urological,PH240153141001,,,"BU confirms, accounting term",
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital Service,Magnum Capital Service,PH240111041114,,,"BU confirms, accounting term",
INT,SUR,Biosurgery,ORC Fabric,ORC Fabric,ORC Fabric,PH240134241019,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Other Collection Devices,Other 350 cc Tray,PH240152141188,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Non-IC Specialty Foleys,PH240152141266,,,"BU confirms, accounting term",
INT,PI,Oncology,Oncology - PC Adjustment,Oncology - PC Adjustment,Oncology - PC Adjustment,PH240111041086,,,"BU confirms, accounting term",
INT,SUR,Hernia,Ventral,Other Ventral Synthetic,Other Ventral Synthetic,PH240131941075,,,,PowerPort
INT,PI,Peripheral Vascular Disease,PAD Mechanical,Other Crosser,Other Crosser,PH240113741077,,,neg. rev & vol.,
INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Other PTA,PH240113741073,,,neg. rev & vol.,
INT,PI,End Stage Kidney Disease,Other Surgical ESKD,Other Surgical,Other Surgical,PH240112141016,,,neg. rev & vol.,
INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Percutaneous Drainage,PH240152141260,,,,Purewick catheter
INT,SUR,Hernia,Fixation,Permanent Fixation,Permanent Fixation,PH240131941073,,,,PowerPort
INT,PI,Peripheral Intervention BU,Peripheral Intervention BU - PC Adjustment,Peripheral Intervention BU - PC Adjustment,Peripheral Intervention BU - PC Adjustment,PH240110049999,,,"BU confirms, accounting term",
INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix,PH240131941071,,,,PowerPort
INT,PI,Peripheral Intervention BU,PI - TIE OUT,PI - TIE OUT,PI - TIE OUT,PH240110049998,,,"BU confirms, accounting term",
INT,PI,Peripheral Intervention BU,DO NOT USE - PI Placeholder for data entry error,PI Unknown Products,PI Unknown Products,PI_UNKNOWN_PRODUCT_PS,,,"BU confirms, accounting term",
INT,SUR,Hernia,Groin Hernia,Groin Open,Polysoft,PH240131941054,,,,PowerPort
INT,SUR,Infection Prevention - Surgical,IP Sales Adjustments,IP Sales Adjustments,Product Set Lvl: IP Sales Adjustments,PH230200041715,,,"BU confirms, accounting term",
INT,PI,Oncology,IS Sales Adjustments,IS Sales Adjustments,Product Set Lvl: IS Sales Adjustments,PH230400041896,,,"BU confirms, accounting term",
INT,PI,Oncology,Spine,Needles,Product Set Lvl: Needles,PH230400041910,,,,
INT,PI,Oncology,Spine,Balloons,Product Set Lvl: Balloons,PH230400041906,,,,Safety LOK (Safety Wingset)
INT,PI,Oncology,BIOPSY,Biopsy Products,Product Set Lvl: Biopsy Products,PH230400041873,,,,Safety LOK (Safety Wingset)
INT,PI,Oncology,BIOPSY,Bone,Product Set Lvl: Bone,PH230400041877,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Other IP,Bulk Solutions,Product Set Lvl: Bulk Solutions,PH230200041718,,,,ChloraPrep
INT,SUR,Infection Prevention - Surgical,Hair Removal,Clippers,Product Set Lvl: Clippers,PH230200041703,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Hair Removal,ClipVac,Product Set Lvl: ClipVac,PH230200041706,,,,Veritor device
INT,PI,Oncology,CHRONIC DRAINAGE,Denver Shunts,Product Set Lvl: Denver Shunts,PH230400041887,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Other IP,Other,Product Set Lvl: Other,PH230200041720,,,,Safety LOK (Safety Wingset)
INT,PI,Oncology,CHRONIC DRAINAGE,PleurX,Product Set Lvl: PleurX,PH230400041891,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,PurPrep,PurPrep,Product Set Lvl: PurPrep,PH230200041739,,,,Purewick catheter
INT,PI,Oncology,ACUTE DRAINAGE,SAFE-T-CENTESIS,Product Set Lvl: SAFE-T-CENTESIS,PH230400041865,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Hand Hygiene,Scrubs,Product Set Lvl: Scrubs,PH230200041708,,,,Plastipak
INT,SUR,Infection Prevention - Surgical,Other IP,Skin Prep Trays,Product Set Lvl: Skin Prep Trays,PH230200041723,,,,Purewick catheter
INT,SUR,Core Needle Divestiture,Core Needle Divestiture,Soft Tissue - Core Needle Divestiture,Product Set Lvl: Soft Tissue,PH230470041000,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Surgical Wound Irrigation,Surgiphor,Product Set Lvl: Surgiphor,PH230200041740,,,,ChloraPrep
INT,PI,Oncology,ACUTE DRAINAGE,THORA-PARA,Product Set Lvl: THORA-PARA,PH230400041869,,,,Safety LOK (Safety Wingset)
INT,PI,Oncology,Diagnostic Trays,Trays,Product Set Lvl: Trays,PH230400041892,,,,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,Peripheral Grafts,PV Grafts,PV Grafts,PH240113741072,,,BU cannot confirm volume,
INT,PI,Peripheral Vascular Disease,PVD - PC Adjustment,PVD - PC Adjustment,PVD - PC Adjustment,PH240113741057,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Ptfe Prefill (Hosp),PH240152141183,,,,PowerPort
INT,UCC,Total BD UCC Other,UCC Freight & Rebates,Urology and Critical Care - US Rebates,Rebates,PH240154141001,,,"BU confirms, accounting term",
INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Reliavac/Pvc Kits,PH240154141011,,,,Purewick canister & tubing
INT,PI,Oncology,BIOPSY,Soft Tissue Adjustment,Soft Tissue Adjustment,PH240111041011,,,"BU confirms, accounting term",
INT,SUR,Surgery BU,DO NOT USE - Surgery Placeholder for data entry error,SUR Unknown Products,SUR Unknown Products,SUR_UNKNOWN_PRODUCT_PS,,,"BU confirms, accounting term",
INT,SUR,Surgery VH Non-Allocated,Surgery VH Non-Allocated - PC Adjustment,Surgery VH Non-Allocated - PC Adjustment,Surgery VH Non-Allocated - PC Adjustment,PH232000049999,,,"BU confirms, accounting term",
INT,SUR,Hernia,Ventral Synthetic Corporate Royalty,Synthetic Royalty,Synthetic Royalties,PH240131941000,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,Urology Home Care,Silicone Hydrophilic Coude,Silicone Hydrophilic Coude,PH240153141061,,,,Purewick catheter
INT,UCC,Targeted Temperature Management,TTM - Non-Sellable,TTM - Non-Sellable,TTM - Non-Sellable,PH240151141116,,,"BU confirms, accounting term",
INT,UCC,Targeted Temperature Management,TTM - PC Adjustment,TTM - PC Adjustment,TTM - PC Adjustment,PH240151141999,,,"BU confirms, accounting term",
INT,UCC,Urology and Critical Care BU,UCC - TIE OUT,UCC - TIE OUT,UCC - TIE OUT,PH240120049998,,,"BU confirms, accounting term",
INT,UCC,Total BD UCC Other,UCC Other,UCC Other,UCC Other,PH240154141079,,,"BU confirms, accounting term",
INT,UCC,Urology and Critical Care BU,DO NOT USE - UCC Placeholder for data entry error,UCC Unknown Products,UCC Unknown Products,UCC_UNKNOWN_PRODUCT_PS,,,"BU confirms, accounting term",
INT,UCC,Urology and Critical Care BU,Urology and Critical Care BU - PC Adjustment,Urology and Critical Care BU - PC Adjustment,Urology and Critical Care BU - PC Adjustment,PH240120049999,,,"BU confirms, accounting term",
INT,PI,Oncology,Vacuum Assisted,Vacora Capital Service,Vacora Capital Service,PH240111041121,,,"BU confirms, accounting term",
INT,UCC,Endourology,Stone Disposables,Stents,Stents,PH240152141253,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Stone Removal,Stone Removal,PH240152141262,,,,Plastipak
INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Surgical Sealants,PH240134241018,,,,PowerPort
INT,UCC,Total BD UCC Other,Womens Health,Surgical Treatments,Surgical Treatment Accessories,PH240154141070,,,,Purewick device
INT,SUR,Infection Prevention - Surgical,Hand Hygiene,Surgicept & Triseptin,Surgicept,PH230200041712,,,,Plastipak
INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Temporary Pacing Electrodes,PH240154141076,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,True Valvuloplasty,PH240113741079,,,,Powerport
INT,PI,Oncology,Markers,UltraClip Markers,UltraClip Markers,PH240111041110,,,,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse,PH240113741074,,,,Purewick catheter
INT,SUR,Hernia,Ventral,Umbilical Ventral,Umbilical Ventral,PH240131941076,,,,PowerPort
INT,PI,BD PI Other,Peripheral Interventional Other,Angiomed Other,Univ. Adapter & Connectors,PH240110541014,,,,Powerport
INT,UCC,Endourology,Stone Disposables,Ureterals,Ureterals,PH240152141263,,,,Purewick catheter
INT,UCC,Endourology,Endourology Other,Urology Miscellaneous,Urology Miscellaneous,PH240152141056,,,,Purewick catheter
INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Urology Procedure Trays,PH240152141264,,,,Purewick catheter
INT,PI,Oncology,Vacuum Assisted,Vacora Probes,Vacora Probes,PH240111041111,,,,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,Venous,Venovo,Venovo,PH240113741082,,,,PowerPort
INT,PI,End Stage Kidney Disease,Endo AVF,WavelinQ Capital - Placement,WavelinQ Capital - Placement,PH240112141066,,,,Pyxis
INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Xenograft,Xenograft,PH240131941082,,,,PowerPort
INT,PI,BD PI Other,Peripheral Intervention Freight & Rebates,Peripheral Intervention - US Rebates,Rebates,PH240110541003,,,"BU confirms, accounting term",
INT,UCC,Total BD UCC Other,UCC Specialty - PC Adjustment,UCC Specialty - PC Adjustment,UCC Specialty - PC Adjustment,PH240154149999,,,"BU confirms, accounting term",
INT,UCC,Urology and Critical Care BU,Urology and Critical Care BU - Non-Sellable,Urology and Critical Care BU - Non-Sellable - NONCATALOG,Urology and Critical Care BU - Non-Sellable - NONCATALOG,PH240120041002,,,"BU confirms, accounting term",
INT,PI,BD PI Other,Feeding,Feeding,Peg (Initial and Accessories),PH240111041041,,,,Powerport
INT,UCC,Total BD UCC Other,UCC Freight & Rebates,Freight,Freight,PH240154141000,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,Urology Home Care,Red Rubber,Bardia Red Rubber,PH240153141039,,,,Purewick catheter
INT,PI,BD PI Other,Peripheral Interventional Other,Peripheral Interventional Other,Peripheral Interventional Other,PH240110541089,,,neg. rev & vol.,
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,2-Way Hematuria,PH240152141174,,,,PowerPort
INT,PI,BD PI Other,Non-Sellable,Non-Sellable,Non-Sellable,PH240110541093,,,"BU confirms, accounting term",
INT,PI,BD PI Other,Peripheral Interventional Other,Adjustments PT,Revenue Recognition PT,PH240110541006,,,"BU confirms, accounting term",
INT,PI,End Stage Kidney Disease,Other Surgical ESKD,Other Surgical,Adjustments Impra,PH240112141015,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,Home Care Sales - Non-Sellable,Home Care Sales - Non-Sellable - NONCATALOG,Home Care Sales - Non-Sellable - NONCATALOG,PH240153141075,,,"BU confirms, accounting term",
INT,SUR,Infection Prevention - Surgical,Infection Prevention - Surgical Non-Sellable,Infection Prevention - Surgical Non-Sellable,Infection Prevention - Surgical Non-Sellable,PH230200041696,,,"BU confirms, accounting term",
INT,PI,Oncology,IS Sales Adjustments,IS Sales Adjustments,IS Sales Adjustments,PH230400041895,,,"BU confirms, accounting term",
INT,PI,BD PI Other,OEM,Cardial Other,Misc Other,PH240110541068,,,neg. rev & vol.,
INT,SUR,Plastic & Reconstruction Surgery,Plastic & Reconstruction Surgery Non-Sellable,Plastic & Reconstruction Surgery Non-Sellable,Plastic & Reconstruction Surgery Non-Sellable,PH240132041002,,,"BU confirms, accounting term",
INT,SUR,Surgery BU,Surgery BU Non-Sellable,Surgery BU Non-Sellable,Surgery BU Non-Sellable,PH240130041001,,,"BU confirms, accounting term",
INT,UCC,Endourology,Endourology - Non-Sellable,Endourology - Non-Sellable - NONCATALOG,Endourology - Non-Sellable - NONCATALOG,PH240152241011,,,"BU confirms, accounting term",
INT,UCC,Targeted Temperature Management,TTM - Non-Sellable,TTM - Non-Sellable - NONCATALOG,TTM - Non-Sellable - NONCATALOG,PH240151141117,,,"BU confirms, accounting term",
INT,UCC,Total Home Care Sales,Home Care Sales - Non-Sellable,Home Care Sales - Non-Sellable,Home Care Sales - Non-Sellable,PH240153141074,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Acute Care - Non-Sellable,Acute Care - Non-Sellable - NONCATALOG,Acute Care - Non-Sellable - NONCATALOG,PH240152141280,,,"BU confirms, accounting term",
INT,UCC,Endourology,Endourology - Non-Sellable,Endourology - Non-Sellable,Endourology - Non-Sellable,PH240152241010,,,"BU confirms, accounting term",
INT,UCC,Endourology,Visualization,Image Processors,Image Processors,PH240152241002,,,Neg. volume,
INT,UCC,Total Acute Urology,Acute Care - Non-Sellable,Acute Care - Non-Sellable,Acute Care - Non-Sellable,PH240152141279,,,"BU confirms, accounting term",
INT,SUR,Biosurgery,Biosurgery Non-Sellable,Biosurgery Non-Sellable,Biosurgery Non-Sellable,PH240134241026,,,"BU confirms, accounting term",
INT,UCC,Urology and Critical Care BU,Urology and Critical Care BU - Non-Sellable,Urology and Critical Care BU - Non-Sellable,Urology and Critical Care BU - Non-Sellable,PH240120041001,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,Temp Sensing Latex Trays,Temp Mon U/M,PH240152141221,,,,Purewick catheter
INT,UCC,Total BD UCC Other,UCC Specialty - Non-Sellable,UCC Specialty - Non-Sellable,UCC Specialty - Non-Sellable,PH240154141080,,,"BU confirms, accounting term",
INT,SUR,Hernia,Groin Hernia,Groin Open,Adjustments Davol,PH240131941043,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,Sensica Monitor Accessories,Sensica Accessories,PH240152141067,,,,Purewick device
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,5cc Female,PH240152141179,,,,PowerPort
INT,PI,BD PI Other,Peripheral Interventional Other,Adjustments PT,Adjustments Peripheral Technol,PH240110541005,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,IC Latex Trays,I/C Foley Tray,PH240152141096,,,,Purewick catheter
INT,SUR,Hernia,Hernia Non-Sellable,Hernia Non-Sellable,Hernia Non-Sellable,PH240131941087,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,Other Collection Devices,Other Latex Free Tray with Bag,PH240152141189,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Sensica Trays,Sensica Add-A-Foley,PH240152141273,,,,Purewick catheter
INT,PI,BD PI Other,Peripheral Intervention Freight & Rebates,Peripheral Intervention Freight & Rebates,Peripheral Intervention Freight & Rebates,PH240110541085,,,"BU confirms, accounting term",
INT,UCC,Total Acute Urology,Urological Drainage,Temp Sensing Silicone Trays,Temp Mon U/M Silicone Trays,PH240152141223,,,,Purewick catheter
INT,SUR,Infection Prevention - Surgical,Other IP,Skin Prep Trays,Skin Prep Trays,PH230200041724,,,Neg. volume,
INT,UCC,Total Acute Urology,Urological Drainage,Latex Strips,5cc Silic Coated,PH240152141137,,,,Purewick catheter
INT,PI,Oncology,Non-Sellable,Non-Sellable,Non-Sellable,PH240111041005,,,"BU confirms, accounting term",
INT,SUR,Infection Prevention - Surgical,IP Sales Adjustments,IP Sales Adjustments,IP Sales Adjustments,PH230200041714,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Hematology,PT EDTA,EDTA PLASTIC HEMO,PH210900141075,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT SST,SST II PLASTIC HEMO,PH210900141103,,,,Vacutainer tubes
LS,IDS,Specimen Acquisition,Other Specimen Acquisition,Single Use Holders,ONE-USE NON-STACK,PH210900441224,,,,Plastipak
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT SST,SST PLASTIC HEMO,PH210900141105,,,,Vacutainer tubes
LS,IDS,Specimen Acquisition,Needles,Safety Needle Eclipse,Eclipse Needles,PH210900441251,,,,Safety LOK (Safety Wingset)
LS,IDS,Lab Specimen Management,Tubes - Coagulation,PT Citrate,CITRATE PLASTIC HEMO,PH210900141071,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT PST,PST PLASTIC HEMO,PH210900141092,,,,Vacutainer tubes
LS,IDS,Specimen Acquisition,Needles,Other Needles,NEEDLES CONVENTIONAL,PH210900441248,,,,Safety LOK (Safety Wingset)
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset SLBCS,SLBCS,PH210900441273,,,,Safety LOK (Safety Wingset)
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Serum,SERUM PLASTIC HEMO,PH210900141100,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Urine,Bulk Tubes,BULK TUBES,PH210900141111,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT SST,SST PLASTIC CONV,PH210900141104,,,,Vacutainer tubes
LS,IDS,Microbiology,Clinical Media,Plated Media - Clinical,Plated Media,PH211100441166,,,,Hypak for Antico
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Heparin,HEPARIN PLASTIC HEMO,PH210900141082,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Glucose,GLUCOSE PLASTIC HEMO,PH210900141078,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Safety Capillary Lancets,Lancet Cont Activate,PH210900441236,,,,Hypak for Antico
LS,IDS,Specimen Acquisition,Wingsets,Safety Wingset PBBCS,PBBCS,PH210900441264,,,,Safety LOK (Safety Wingset)
LS,IDS,Specimen Acquisition,Devices,Conv Direct Access All Other,LUER ADAPTERS,PH210900441213,,,,Safety LOK (Safety Wingset)
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT PST,PST II PLASTIC HEMO,PH210900141090,,,,Vacutainer tubes
LS,IDS,Specimen Acquisition,Devices,Safety Luer Lok Access,LUER-LOK ACCESS DEVICE,PH210900441217,,,,Safety LOK (Safety Wingset)
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Capillary Microtainer,MICROTAINER NGMBT,PH210900141007,,,,Hypak for Antico
LS,IDS,Specimen Acquisition,Needles,Needles Flashback,Needles Flashback,PH210900441243,,,,Safety LOK (Safety Wingset)
LS,IDS,Microbiology,Blood Culture,Blood Culture Reagents,BACTEC Plus,PH211100441225,,,,BACTEC FX vials
