SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID, Act Rev , Act Units ,COMMENTS,"Exemplar Product 
(Use)"
LS,IDS,Microbiology,Blood Culture,Blood Culture Reagents,BACTEC Myco,PH211100441228," $5,805,402 "," 1,426,750 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Sterile Pak Swabs,PH211100441338," $1,560,702 "," 1,410,304 ",,Safety LOK (Safety Wingset)
LS,IDS,Lab Specimen Management,Tubes - Chemistry,GT Glucose,GLUCOSE GLASS CONV,PH210900141033," $1,353,230 "," 1,391,900 ",,Vacutainer tubes
LS,IDS,Microbiology,Clinical Media,Tubed Media - Clinical,Special Tube Media,PH211100441170," $2,258,988 "," 1,303,149 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT PST,PST PLASTIC CONV,PH210900141091," $301,574 "," 1,207,000 ",,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Other,GT Other Glass Tubes,SPS GLASS CONV,PH210900141048," $792,701 "," 1,082,800 ",,Vacutainer tubes
LS,IDS,Microbiology,Other Core Micro,Transport,Vacutainer,PH211100441175," $1,439,162 "," 1,056,900 ",,Vacutainer tubes
LS,IDS,Cancer,Cytology,SurePath LBC Reagents,SurePath Plus Kits,PH211800041024," $1,820,199 "," 1,026,110 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT SST,SST II PLASTIC CONV,PH210900141102," $111,721 "," 929,680 ",,Vacutainer tubes
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,251058-Falcon Dish 150X15Mm 10Pk 100Cs,PH211100441341," $454,664 "," 877,800 ",,Hypak for Antico
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),352052-Tube 5mL 12x75mm R-btm no cap PS 1000cas,PH220020041169," $2,938 "," 853,000 ",,Vacutainer Tubes
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Capillary All Other,UNOPETTE,PH210900141002," $146,259 "," 761,102 ",,Veritor assays
LS,IDS,Lab Specimen Management,Tubes - Other,GT Other Glass Tubes,ACD GLASS HEMO,PH210900141040," $123,557 "," 724,000 ",,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Hematology,GT EDTA,EDTA GLASS CONV,PH210900141030," $160,745 "," 712,600 ",,Hypak for Antico
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Lee Labs-Direct,PH211100441342," $1,038,789 "," 651,757 ",,Vacutainer tubes
LS,IDS,Lab Specimen Management,PAXgene,PAX Blood DNA,PAX Blood DNA,PH210900241132," $308,573 "," 633,999 ",,Vacutainer tubes
LS,IDS,Microbiology,TB,TB Reagents,1st Line Drugs,PH211100441373," $6,173,307 "," 622,190 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX Other Consumables,MAX Cartridges,PH211100141149," $4,371,247 "," 543,278 ",,Veritor assays
LS,IDS,Lab Specimen Management,Tubes - Chemistry,GT Heparin,HEPARIN GLASS CONV,PH210900141037," $206,815 "," 530,300 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Open System HIV,Multitest HIV,Open System Multitest HIV - Multitest,PH220050041018," $42,395,840 "," 497,163 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Sterile Dishes - Ind,PH211100441337," $281,579 "," 489,033 ",,Vacutainer tubes
LS,IDS,Microbiology,ID/AST,Phoenix Reagents,Phoenix ID Panel,PH211100441251," $1,997,417 "," 484,762 ",,BACTEC FX vials
LS,IDS,Microbiology,Blood Culture,Blood Culture Reagents,BACTEC Platelets,PH211100441376," $1,085,779 "," 474,653 ",,BACTEC FX vials
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),352054-ZDL-Tube 5mL 12x75mm R-btm PS 125pac 1000cas,PH220070041072, $-   ," 467,000 ",,Vacutainer tubes
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Immune Function (Flow Cytometry),Non Sirigen - Immune Function (Flow Cytometry),PH220080041088," $78,857,531 "," 390,217 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Cancer Reagents,Cancer,CAN Single Color,PH220020041105," $117,218,187 "," 370,663 ",,BACTEC FX vials
LS,BDB,SPA Options,SPA Options,SPA Options,BD Filcon,PH220020041180," $683,006 "," 360,184 ",,Plastipak
LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,Lactinex,PH211100441304," $975,046 "," 355,863 ",,Veritor assays
LS,IDS,Specimen Management Other,Specimen Management Other,Specimen Management Other,All Other PAS,PH210900341162," $486,505 "," 342,384 ",,Safety LOK (Safety Wingset)
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Immune Function (Flow Cytometry),Sirigen - Immune Function (Flow Cytometry),PH220080041094," $82,661,781 "," 330,308 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Specials,PH211100441258," $1,260,406 "," 323,634 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Fluids/QC Reagents,Fluids/QC Reagents,Instrument Fluids,PH220020041148," $12,585,987 "," 309,084 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,CBP,P800,P800,PH210900241153," $4,085,136 "," 302,601 ",,Vacutainer tubes
LS,IDS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Industrial Tubes,PH211100441318," $785,733 "," 301,112 ",,Vacutainer tubes
LS,IDS,Microbiology,TB,TB Reagents,TBcID,PH211100441375," $1,893,719 "," 299,405 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Misc ID and AST,ID Test Dryslide,PH211100441276," $1,224,185 "," 295,429 ",,Veritor assays
LS,BDB,Service,Technical Support Service,Time and Materials,Time and Materials,PH220030041027," $18,605,572 "," 285,607 ","BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Industrial Tubes Custom,PH211100441320," $491,266 "," 285,160 ",,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Other,GT Other Glass Tubes,SPC GLASS CONV,PH210900141046," $1,432,019 "," 263,600 ",,Vacutainer tubes
LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,QC Slides,PH211100441309," $1,428,913 "," 254,109 ",,Vacutainer tubes
LS,IDS,Microbiology,Industrial Microbiology,DCM,Non-Selective Media,PH211100441327," $24,506,454 "," 247,061 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,Additives,Media Additives,PH211100441335," $6,312,122 "," 236,442 ",,BACTEC FX vials
LS,IDS,Microbiology,TB,TB Reagents,MycoPrep,PH211100441201," $2,971,255 "," 234,873 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,PAXgene,PAX Blood CCF,PAX Blood CCF,PH210900241131," $2,014,722 "," 231,773 ",,Vacutainer tubes
LS,IDS,Point of Care,Point of Care,Flu,Influenza A,PH211100341126," $50,602,968 "," 231,414 ",,Hypak for Antico
LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Stain Kits,PH211100441193," $4,247,107 "," 229,505 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Phoenix Reagents,Phoenix Reagents,PH211100441253," $640,610 "," 228,287 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,BioTyper Reagents/Accessories,BioTyper Reagents/Accessories,PH211100441282," $12,192,068 "," 222,660 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Urine,Cup Kits,CUP KITS,PH210900141115," $161,439 "," 221,855 ",,Vacutainer tubes
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),352054-Tube 5mL 12x75mm R-btm PS 125pac 1000cas,PH220020041169," $3,111 "," 210,985 ",,Vacutainer Tubes
LS,IDS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Industrial Bottle Media Custom,PH211100441321," $2,723,861 "," 208,076 ",,BACTEC FX vials
LS,BDB,Research Reagents,Research Non-Core,Non-Flow Cytometry - Assays,Non-Flow Cytometry - Assays,PH220080041099," $42,824,545 "," 195,330 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Glucose,GLUCOSE PLASTIC CONV,PH210900141077," $19,928 "," 191,000 ",,Vacutainer tubes
LS,IDS,Veritor Cov,Veritor Cov,COV19 Antigen (Veritor),COV19 Antigen (Veritor),PH211100841000," $42,888,152 "," 186,051 ",,Hypak for Antico
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Support (Flow Cytometry),Non Sirigen - Support (Flow Cytometry),PH220080041089," $20,474,458 "," 178,614 ",,BACTEC FX vials
LS,IDS,Microbiology,TB,TB Reagents,MGIT Other Reagents,PH211100441199," $14,912,559 "," 178,055 ",,BACTEC FX vials
LS,IDS,Specimen Management Other,Specimen Management Other,Specimen Management Other,BioTransport (DDS),PH210900341166," $253,950 "," 170,367 ",,Safety LOK (Safety Wingset)
LS,IDS,Point of Care,Triplex Antigen,Triplex Antigen - POC,Triplex Antigen - POC,PH211100341136," $66,102,201 "," 163,089 ",,BACTEC FX vials
LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Dye Sales,Sirigen Brilliant Violet,PH220080041107," $16,879,050 "," 159,200 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Taxo Vials,PH211100441261," $1,048,083 "," 158,281 ",,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Other,GT Other Glass Tubes,SPC GLASS HEMO,PH210900141047," $33,795 "," 153,700 ",,Vacutainer tubes
LS,IDS,Microbiology,TB,TB Reagents,Manual MGIT Tubes - 4 ml,PH211100441200," $724,611 "," 151,629 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Tubes - Chemistry,GT Heparin,HEPARIN GLASS HEMO,PH210900141038," $48,320 "," 130,000 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Open System Controls,Process Controls,Open System Process Controls - Tritest,PH220050041014," $26,027,020 "," 123,624 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc 3M Prompt,PH211100441265," $275,677 "," 123,420 ",,Vacutainer tubes
LS,IDS,Microbiology,Industrial Microbiology,DCM,Selective & Diff Media,PH211100441326," $8,569,882 "," 121,576 ",,BACTEC FX vials
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild (Flow Cytometry),PH220080041096," $48,728,512 "," 121,144 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,DCM,Food/Dairy/Bev Media,PH211100441329," $8,247,884 "," 115,036 ",,BACTEC FX vials
LS,IDS,Microbiology,Other Core Micro,Anaerobics,Bio-Bags,PH211100441180," $104,767 "," 107,750 ",,Vacutainer tubes
LS,IDS,Point of Care,Point of Care,Strep,Group A Strep,PH211100341123," $6,862,316 "," 97,546 ",,Veritor assays
LS,IDS,Molecular Diagnostics,Affirm,Affirm VPIII Reagent Test Kits,Affirm VPIII Reagent Test Kits,PH211100141052," $76,812,100 "," 87,010 ",,Hypak for Antico
LS,IDS,SM Direct Non-Allocated,DO NOT USE - SM Placeholder for data entry error,DO NOT USE - SM Placeholder for data entry error,DO NOT USE - SM Placeholder for data entry error,PH210900041000," $15,719 "," 85,483 ","BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric Bacterial,PH211100141105," $29,204,798 "," 84,138 ",,BACTEC FX vials
LS,IDS,Cancer,Cytology,SurePath LBC Reagents,SurePath Gyn Kits,PH211800041019," $45,407,083 "," 81,727 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,DCM,Mycological,PH211100441323," $5,603,838 "," 80,077 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Hychek,PH211100441340," $253,880 "," 76,261 ",,Vacutainer tubes
LS,BDB,Advanced Bioprocessing,Peptones,Peptones AO,AO Peptones,PH211100741013," $5,562,897 "," 75,635 ",,BACTEC FX vials
LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Coagulase Tests,PH211100441186," $703,106 "," 73,091 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,CBP,P100,P100 KITS ea,PH210900241147," $1,569,551 "," 73,020 ",,Vacutainer tubes
LS,BDB,FlowJo,FlowJo Software,FlowJo Site License,FlowJo Site License,PH220090041000," $20,581,610 "," 65,376 ",,SOFTWARE
LS,BDB,Clinical Reagents,Fluids/QC Reagents,Fluids/QC Reagents,QC Reagents,PH220020041149," $15,244,395 "," 62,573 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Open System Immune Monitoring,Multitest Immune Monitoring,Open System Multitest Immune Monitoring - Multitest,PH220050041027," $57,018,993 "," 58,120 ",,BACTEC FX vials
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Cell Signal Cancer (Flow Cytometry),Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080041087," $13,162,515 "," 58,020 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,Additives,Solidifying Agents,PH211100441334," $6,149,945 "," 57,206 ",,BACTEC FX vials
LS,IDS,Point of Care,Point of Care,RSV,RSV,PH211100341125," $10,661,749 "," 56,724 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD COR,BD COR Respiratory,BD COR Respiratory,PH211100141167," $230,942 "," 54,410 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX Respiratory,MAX Coronavirus,PH211100141144," $30,870,322 "," 53,029 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM,PH220020041110," $8,901,384 "," 49,653 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Fluids/QC Reagents,Fluids/QC Reagents,Sample Prep Fluids,PH220020041150," $8,247,024 "," 44,977 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX Other Consumables,MAX Extraction Kits,PH211100141151," $9,581,241 "," 43,069 ",,Veritor assays
LS,IDS,Molecular Diagnostics,BD MAX,MAX SARS-CoV,MAX SARS-CoV,PH211100141003," $26,223,293 "," 39,730 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Veterinary Kits,PH210900141023," $6,275 "," 39,100 ",,Vacutainer tubes
LS,IDS,Microbiology,Industrial Microbiology,DCM,Environ/Neutralizing,PH211100441328," $3,817,227 "," 36,312 ",,BACTEC FX vials
LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Misc Lab Reagents,PH211100441185," $814,801 "," 34,862 ",,BACTEC FX vials
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),352052-ZDL-Tube 5mL 12x75mm R-btm no cap PS 1000cas,PH220070041072, $-   ," 34,000 ",,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Seditainer/System,PH210900141021," $91,085 "," 33,890 ",,Hypak for Vaccine
LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,Urotube,PH211100441312," $40,485 "," 33,730 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,CI Single Col,PH220020041158," $10,687,548 "," 32,427 ",,BACTEC FX vials
LS,IDS,Microbiology,TB,TB Reagents,TB Reagent Other,PH211100441202," $315,352 "," 32,257 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,DCM,Water Media,PH211100441330," $2,763,733 "," 32,167 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Sensi Disc,Sensi Disc Cefinase,PH211100441263," $1,343,748 "," 31,858 ",,Vacutainer tubes
LS,IDS,Molecular Diagnostics,BD MAX,MAX STI,MAX CT/GC/TV2,PH211100141145," $11,076,937 "," 31,252 ",,Veritor assays
LS,BDB,SPA Options,SPA Options,SPA Options,BD Medicon,PH220020041180," $177,345 "," 31,003 ",,Plastipak
LS,IDS,Microbiology,TB,TB Other,Growth Micro Othr TB,PH211100441213," $523,084 "," 29,686 ",,Veritor assays
LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Shipping & Handling,PH220020041177," $976,569 "," 29,344 ","BU confirms, accounting term",
LS,BDB,Clinical Reagents,Cancer Reagents,Cancer - EuroFlow Single Color,CAN EuroFlow Single Color,PH220020041108," $11,438,681 "," 28,000 ",,BACTEC FX vials
LS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - CTT,PerqCath / Poly RAD / Hohn,PH220080041074," $6,308,282 "," 27,680 ",,BACTEC FX vials
LS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - Customs,Provena 5FR TL,PH220080041075," $4,773,576 "," 27,162 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Open System Transplant,Stem Cell Enumeration,Provena Solo 5FR TL,PH220020041187," $7,675,167 "," 27,024 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX GBS,MAX GBS,PH211100141118," $7,629,478 "," 26,860 ",,Veritor assays
LS,IDS,Microbiology,Industrial Microbiology,DCM,Molecular Genetic Media,PH211100441324," $2,209,848 "," 25,127 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX C Diff,MAX C Diff,PH211100141112," $9,088,311 "," 24,061 ",,Veritor assays
LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Antigens and Antisera,PH211100441188," $2,964,949 "," 23,362 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,DCM,Assay Media,PH211100441331," $1,991,672 "," 23,249 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX Vaginitis,MAX Vaginitis,PH211100141116," $26,701,566 "," 22,379 ",,BACTEC FX vials
LS,IDS,Service,Service excl. Lab Automation,Service Time & Materials,Service Spare Parts,PH211100541007," $6,488,789 "," 22,272 ","BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX MRSA,MAX MRSA,PH211100141093," $10,750,381 "," 21,939 ",,Veritor assays
LS,IDS,Microbiology,Blood Culture,Blood Culture Reagents,BACTEC FOS,PH211100441222," $1,308,790 "," 21,590 ",,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,252490-MB 08 FILTER 100EA,PH211100441341," $29,837 "," 21,000 ",,Purewick catheter
LS,BDB,Clinical Reagents,Open System Transplant,HLA-B27,TT HLA-B27,PH220050041031," $6,512,039 "," 20,104 ",,BACTEC FX vials
LS,IDS,Microbiology,ID/AST,Misc ID and AST,ID/AST Other,PH211100441278," $1,136,559 "," 19,697 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Open System Controls,Process Controls,CI Process Control,PH220050041012," $2,469,912 "," 18,877 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Closed System HIV,FACSPresto,HIV FACSPresto,PH220020041163," $14,971,205 "," 18,649 ",,BACTEC FX vials
LS,BDB,Clinical Reagents,Open System Controls,Process Controls,Open System Process Controls - Multitest,PH220050041013," $3,611,517 "," 18,451 ",,BACTEC FX vials
LS,IDS,Molecular Diagnostics,BD MAX,MAX Staph SR,MAX Staph SR,PH211100141114," $11,174,523 "," 18,262 ",,Veritor assays
LS,BDB,Clinical Reagents,Cancer Reagents,Cancer - OneFlow,CAN BD OneFlow,PH220020041109," $15,948,847 "," 18,126 ",,BACTEC FX vials
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),352235-ZDL-Tube 5mL 12x75mm R-btm w/strainer cap PS,PH220070041072, $-   ," 18,000 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Open System HIV,TriTest/Simultest HIV,Open System HIV - Tritest/Simultest,PH220050041025," $4,645,837 "," 17,594 ",,BACTEC FX vials
LS,IDS,Cancer,Cytology,Non-GYN,Cytorich Non-Gyn Preservative,PH211800041031," $1,909,922 "," 17,062 ",,BACTEC FX vials
LS,IDS,Cancer,Cytology,Non-GYN,Non-Gyn Kits,PH211800041030," $8,731 "," 17,000 ",,Purewick canister & tubing
LS,IDS,Microbiology,Other Core Micro,Transport,Port-a-Cul,PH211100441173," $51,689 "," 16,200 ",,BACTEC FX vials
LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Support (Flow Cytometry),Sirigen - Support (Flow Cytometry),PH220080041097," $3,531,827 "," 15,739 ",,BACTEC FX vials
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),336524-BD FACS Sheath Solution With Surfactant,PH220070041072," $954,927 "," 13,920 ",,Veritor assays
LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric Parasite,PH211100141106," $6,126,438 "," 13,908 ",,Veritor assays
LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric Viral,PH211100141107," $6,378,562 "," 13,371 ",,Veritor assays
LS,BDB,Clinical Reagents,Open System Immune Monitoring,Multitest Immune Monitoring,Open System Immune Monitoring - Multitest,PH220050041047," $8,766,967 "," 12,982 ",,BACTEC FX vials
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),655038-Paper Thermal 2IN WD 82FT/RL 10RLs/pk,PH220070041072," $108,745 "," 12,866 ",,Veritor assays
LS,IDS,Lab Specimen Management,Tubes - Other,PT Other Plastic Tubes,Misc. Products,PH210900141086," $41,282 "," 12,591 ",,Vacutainer tubes
LS,BDB,Clinical Reagents,Open System Controls,Process Controls,TT Process Controls,PH220050041015," $2,993,623 "," 12,502 ",,BACTEC FX vials
LS,IDS,Veritor Cov,Veritor Cov,At-Home COV19 Antigen,At-Home COV19 Antigen,PH211100841004," $1,857,839 "," 12,053 ",,BACTEC FX vials
LS,IDS,Lab Specimen Management,Informatics & Services,CAP,CAP_Service,PH210900341198," $4,760,788 "," 12,044 ","BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,660585-BD Detergent Solution Concentrate,PH220020041145," $466,324 "," 12,005 ",,ChloraPrep
LS,BDB,Clinical Reagents,Open System Transplant,Leucocount,TT LeucoCount,PH220050041032," $4,474,873 "," 11,896 ",,BACTEC FX vials
