,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11 (USE)
31990,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051276,Immstain,557394,Ms CD11b Pure M1/70 100ug,557394-Ms CD11b Pure M1/70 100ug,BDB-557394,"$1,018 ",10,,BACTEC vials
31991,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021002,Catheter Group,PH240111031008,Chronic CVC Catheters,PH240111041036,Powerhickman Catheters,PH240111051051,Powerhickman Catheters,6805810,PWERHICK 8F SL 5CM CUFF CE,6805810-PWERHICK 8F SL 5CM CUFF CE,PI-6805810,"$1,004 ",10,,Safety Wingset
31992,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),570840,Hu CD45 Alexa 700 2D1 25Tst,570840-Hu CD45 Alexa 700 2D1 25Tst,BDB-570840,$998 ,10,,BACTEC vials
31993,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561848,Hu CD40 APC 5C3 25Tst,561848-Hu CD40 APC 5C3 25Tst,BDB-561848,$984 ,10,,BACTEC vials
31994,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220070035100,Cobalt YG MTS,PH220080041056,RY775 MTS,PH220080051192,Human RY775 MTS,571405,Hu CD27 RY775 M-T271 25Tst,571405-Hu CD27 RY775 M-T271 25Tst,BDB-571405,$964 ,10,,
31995,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141025,FMI Lubricious Stent,PH240152151025,FMI Lubricious Stent,787620,INLAY OPTIMA STENT,787620-INLAY OPTIMA STENT,UCC-787620,$963 ,10,,Purewick catheter
31996,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561942,Hu CD79A PE HM47 25Tst,561942-Hu CD79A PE HM47 25Tst,BDB-561942,$961 ,10,,BACTEC vials
31997,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561734,Ms CD184 PE 2B11/CXCR4 25ug,561734-Ms CD184 PE 2B11/CXCR4 25ug,BDB-561734,$956 ,10,,BACTEC vials
31998,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561086,Ms CD45R PerCP RA3-6B2 25ug,561086-Ms CD45R PerCP RA3-6B2 25ug,BDB-561086,$955 ,10,,BACTEC vials
31999,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),567875,Hu CD172a/b Pure SE5A5 100ug,567875-Hu CD172a/b Pure SE5A5 100ug,BDB-567875,$952 ,10,,
32000,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021006,Markers,PH240111031011,Localization Wire,PH240111041053,Localization Wires,PH240111051068,Localization Wires,MOG077MR,MR MAMOGUIDE 18G X 77 MM,MOG077MR-MR MAMOGUIDE 18G X 77 MM,PI-MOG077MR,$951 ,10,,
32001,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131003,Percutaneous Drainage,PH240152141014,Misc Surgical Drains,PH240152151014,Misc Surgical Drains,NONBARDCNSS2220,NEPHROSTOMY SET 22MM,NONBARDCNSS2220-NEPHROSTOMY SET 22MM,UCC-NONBARDCNSS2220,$950 ,10,,
32002,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561006,Hu CD3 PE-Cy5 HIT3A 25Tst,561006-Hu CD3 PE-Cy5 HIT3A 25Tst,BDB-561006,$950 ,10,,BACTEC vials
32003,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731009,Ultraverse,PH240113741031,Ultraverse 018,PH240113751031,Ultraverse 018,U8200420,UV18 4.0MMX200MMX200CM,U8200420-UV18 4.0MMX200MMX200CM,PI-U8200420,$947 ,10,,PowerPort
32004,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),567236,Hu CD45RA R718 HI100 25Tst,567236-Hu CD45RA R718 HI100 25Tst,BDB-567236,$932 ,10,,BACTEC vials
32005,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731009,Ultraverse,PH240113741031,Ultraverse 018,PH240113751031,Ultraverse 018,U820094,UV18 9.0MMX40MMX200CM,U820094-UV18 9.0MMX40MMX200CM,PI-U820094,$930 ,10,,PowerPort
32006,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051282,Purified,555476,Hu CD44 Pure G44-26 100ug,555476-Hu CD44 Pure G44-26 100ug,BDB-555476,$923 ,10,,BACTEC vials
32007,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041065,RB744 MTS,PH220080051209,Mouse RB744 MTS,570716,Ms CD25 (IL-2Ra) RB744 PC61 25ug,570716-Ms CD25 (IL-2Ra) RB744 PC61 25ug,BDB-570716,$921 ,10,,BACTEC vials
32008,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141025,FMI Lubricious Stent,PH240152151025,FMI Lubricious Stent,787720,INLAY OPTIMA STENT,787720-INLAY OPTIMA STENT,UCC-787720,$921 ,10,,Purewick catheter
32009,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),569371,Hu IL-2 PE 5344.111 25Tst,569371-Hu IL-2 PE 5344.111 25Tst,BDB-569371,$913 ,10,,BACTEC vials
32010,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),566933,Hu CD11c R718 B-ly6 25Tst,566933-Hu CD11c R718 B-ly6 25Tst,BDB-566933,$911 ,10,,BACTEC vials
32011,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04623,OEM 6116 23MM TUBE 20IN,R04623-OEM 6116 23MM TUBE 20IN,PI-R04623,$909 ,10,,
32012,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04625,OEM 6116 25MM TUBE 20IN,R04625-OEM 6116 25MM TUBE 20IN,PI-R04625,$909 ,10,,
32013,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04627,OEM 6116 27MM TUBE 20IN,R04627-OEM 6116 27MM TUBE 20IN,PI-R04627,$909 ,10,,
32014,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04631,OEM 6116 31MM TUBE 20IN,R04631-OEM 6116 31MM TUBE 20IN,PI-R04631,$909 ,10,,
32015,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04633,OEM 6116 33MM TUBE 20IN,R04633-OEM 6116 33MM TUBE 20IN,PI-R04633,$909 ,10,,
32016,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),565871,Ms CD11c APC-R700 N418 25ug,565871-Ms CD11c APC-R700 N418 25ug,BDB-565871,$906 ,10,,BACTEC vials
32017,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561995,Hu Gma Dta TCR FITC B1 25ug,561995-Hu Gma Dta TCR FITC B1 25ug,BDB-561995,$901 ,10,,BACTEC vials
32018,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561713,Hu CD142 PE HTF-1 25Tst,561713-Hu CD142 PE HTF-1 25Tst,BDB-561713,$892 ,10,,BACTEC vials
32019,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041081,RB545 MTS,PH220080051324,Human RB545 MTS,569274,Hu CD69 RB545 FN50 25Tst,569274-Hu CD69 RB545 FN50 25Tst,BDB-569274,$885 ,10,,BACTEC vials
32020,BLS,BDB,Biosciences,BDB,Biosciences,2111007,Advanced Bioprocessing,PH211100721250,Peptones,PH211100731400,Peptones AO,PH211100741013,AO Peptones,PH211100751019,AO Peptones Custom,215362,Casamino Acids ST 10 Kg,215362-Casamino Acids ST 10 Kg,BDB-215362,$874 ,10,,
32021,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),561896,Hu CD5 FITC UCHT2 25Tst,561896-Hu CD5 FITC UCHT2 25Tst,BDB-561896,$862 ,10,,BACTEC vials
32022,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),560902,Hu IL-2 PE MQ1-17H12 25Tst,560902-Hu IL-2 PE MQ1-17H12 25Tst,BDB-560902,$860 ,10,,BACTEC vials
32023,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035850,Cobalt Blue MTS,PH220080041120,RB780 MTS,PH220080051315,Human RB780 MTS,569092,Hu TNF RB780 MAB11 25Tst,569092-Hu TNF RB780 MAB11 25Tst,BDB-569092,$858 ,10,,BACTEC vials
32024,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034750,Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080041087,Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080051243,Non Sirigen - Human-Cell Signal Cancer (Flow Cytometry),561976,Hu CD95 PE DX2 25Tst,561976-Hu CD95 PE DX2 25Tst,BDB-561976,$850 ,10,,BACTEC vials
32025,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561096,Ms CD45.2 PerCP-Cy5.5 104 25ug,561096-Ms CD45.2 PerCP-Cy5.5 104 25ug,BDB-561096,$814 ,10,,BACTEC vials
32026,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561083,Ms LY-6G LY-6C APC RB6-8C5 25ug,561083-Ms LY-6G LY-6C APC RB6-8C5 25ug,BDB-561083,$814 ,10,,BACTEC vials
32027,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141027,Polyurethane Stents,PH240152151027,Polyurethane Stents,57400140,URO-PC 4 7/28 (UR),57400140-URO-PC 4 7/28 (UR),UCC-57400140,$808 ,10,,Purewick catheter
32028,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),560949,Hu CD107A FITC H4A3 25Tst,560949-Hu CD107A FITC H4A3 25Tst,BDB-560949,$794 ,10,,BACTEC vials
32029,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121012,Service,PH230600131108,Alaris System Service Parts,PH230600141255,Medley NONCATALOG,PH230600151403,Medley NONCATALOG,10160434,"KIT,AUTO ID REAR CASE ASSY.","10160434-KIT,AUTO ID REAR CASE ASSY.",MMS-10160434,$790 ,10,,
32030,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),560990,Hu CD25 FITC M-A251 25Tst,560990-Hu CD25 FITC M-A251 25Tst,BDB-560990,$782 ,10,,BACTEC vials
32031,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561879,Ms CD45R PE-Cy5 RA3-6B2 25ug,561879-Ms CD45R PE-Cy5 RA3-6B2 25ug,BDB-561879,$779 ,10,,BACTEC vials
32032,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051271,Biotin,553124,Ms Ly-6G/Ly-6C Biotin RB6-8C5 100ug,553124-Ms Ly-6G/Ly-6C Biotin RB6-8C5 100ug,BDB-553124,$756 ,10,,BACTEC vials
32033,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731009,Ultraverse,PH240113741031,Ultraverse 018,PH240113751031,Ultraverse 018,U8752H12,ULTRAVERSE 018 2.5X120X75,U8752H12-ULTRAVERSE 018 2.5X120X75,PI-U8752H12,$731 ,10,,PowerPort
32034,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041009,FocalPoint Instrument Accessories,PH211800051016,Spares - FocalPoint,490383,Power Cord 2.4M Japn Wkstn,490383-Power Cord 2.4M Japn Wkstn,DS-490383,$719 ,10,,Purewick device
32035,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),560965,Hu HLA-ABC FITC G46-2.6 25Tst,560965-Hu HLA-ABC FITC G46-2.6 25Tst,BDB-560965,$714 ,10,,BACTEC vials
32036,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121012,Service,PH230600131108,Alaris System Service Parts,PH230600141255,Medley NONCATALOG,PH230600151403,Medley NONCATALOG,148285-000,LOCKPLATE FRONT DOOR 8120.,148285-000-LOCKPLATE FRONT DOOR 8120.,MMS-148285-000,$712 ,10,,Safety Wingset
32037,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),571671,Hu CD3 Purified OKT3 100ug,571671-Hu CD3 Purified OKT3 100ug,BDB-571671,$709 ,10,,
32038,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561072,Ms H-2KB PE AF6-88.5 25ug,561072-Ms H-2KB PE AF6-88.5 25ug,BDB-561072,$704 ,10,,BACTEC vials
32039,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMSKU184,CONTIFORM STARTER PACK (1),UKRMSKU184-CONTIFORM STARTER PACK (1),UCC-UKRMSKU184,$703 ,10,,Purewick catheter
32040,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051271,Biotin,553059,Ms CD3e Biotin 145-2C11 100ug,553059-Ms CD3e Biotin 145-2C11 100ug,BDB-553059,$696 ,10,,BACTEC vials
32041,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141025,FMI Lubricious Stent,PH240152151025,FMI Lubricious Stent,787814,INLAY OPTIMA STENT,787814-INLAY OPTIMA STENT,UCC-787814,$684 ,10,,Purewick catheter
32042,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051260,Human - Immune Function (Core Sirigen),564527,Hu CD8 BB515 RPA-T8 25Tst,564527-Hu CD8 BB515 RPA-T8 25Tst,BDB-564527,$679 ,10,,BACTEC vials
32043,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401522,Endourology,PH240152221003,Stone Disposables,PH240152131005,Stents,PH240152141027,Polyurethane Stents,PH240152151027,Polyurethane Stents,60521052,TS-URO-PC 6 0/30/04-02,60521052-TS-URO-PC 6 0/30/04-02,UCC-60521052,$623 ,10,,Purewick catheter
32044,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031019,EleVation,PH240111041070,EleVation - Disposable,PH240111051085,EleVation - Disposable,EV10S,ELEVATIONSTYLET10G,EV10S-ELEVATIONSTYLET10G,PI-EV10S,$600 ,10,,Safety Wingset
32045,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034750,Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080041087,Non Sirigen - Cell Signal Cancer (Flow Cytometry),PH220080051244,Non Sirigen - Mouse-Cell Signal Cancer (Flow Cytometry),561857,Ms CD43 PE S7 25ug,561857-Ms CD43 PE S7 25ug,BDB-561857,$572 ,10,,BACTEC vials
32046,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051247,Mouse - Immune Function (Core Non-Sirigen),561064,Ms TNF FITC MP6-XT22 25ug,561064-Ms TNF FITC MP6-XT22 25ug,BDB-561064,$527 ,10,,BACTEC vials
32047,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401531,Total Home Care Sales,PH240153121002,Urology Home Care,PH240153131027,Home Care Non Bard,PH240153141054,UK DAC Sales (Non Bard),PH240153151054,UK DAC Sales (Non Bard),UKRMABPLUS1830LARGE,ACTIBRIEF PLUS M URINE COLL SYS 10 POUCH FLANGE 30MM,UKRMABPLUS1830LARGE-ACTIBRIEF PLUS M URINE COLL SYS 10 POUCH FLANGE 30MM,UCC-UKRMABPLUS1830LARGE,$523 ,10,,Purewick catheter
32048,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306004,CME,PH230600421007,POC Systems,PH230600431064,CME Accessories,PH230600441153,Infusion Accessories CME,PH230600451214,CME ACCESSORIES,150-250XE,CARRYING POUCH EPI 250ML L.BOX BG.,150-250XE-CARRYING POUCH EPI 250ML L.BOX BG.,MMS-150-250XE,$472 ,10,,Safety Wingset
32049,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306006,BD Nexus,PH230600621002,Service,PH230600631027,BD Nexus Service Parts,PH230600641029,Spares Parts,PH230600651031,Spares Parts,11990009201,INTERNAL BATTERY PACK,11990009201-INTERNAL BATTERY PACK,MMS-11990009201,$454 ,10,,
32050,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121012,Service,PH230600131108,Alaris System Service Parts,PH230600141255,Medley NONCATALOG,PH230600151403,Medley NONCATALOG,49000216,KIT ASSY FRAME SUPPORT RIGHT PCU ROHS.,49000216-KIT ASSY FRAME SUPPORT RIGHT PCU ROHS.,MMS-49000216,$433 ,10,,Safety Wingset
